,label
313749,1
313750,1
313751,1
313752,1
313753,1
313754,1
313755,1
313756,1
313757,1
313758,1
313759,1
313760,1
313762,1
313763,1
313765,1
313767,1
313768,1
313771,1
313772,1
313773,1
313775,1
313776,1
313777,1
313778,1
313779,1
313780,1
313781,1
313784,1
313786,1
313787,1
313788,1
313789,1
313790,1
313792,1
313793,1
313795,1
313796,1
313797,1
313799,1
313800,1
313802,1
313803,1
313805,1
313807,1
313808,1
313809,1
313810,1
313811,1
313812,1
313813,1
313814,1
313816,1
313817,1
313818,1
313819,1
313820,1
313821,1
313822,1
313824,1
313826,1
313827,1
313828,1
313830,1
313831,1
313837,1
313838,1
313839,1
313841,1
313842,1
313843,1
313844,1
313845,1
313846,1
313847,1
313848,1
313849,1
313850,1
313851,1
313852,1
313853,1
313856,1
313857,1
313860,1
313862,1
313863,1
313864,1
313867,1
313868,1
313869,1
313871,1
313872,1
313873,1
313874,1
313876,1
313877,1
313879,1
313881,1
313882,1
313884,1
313885,1
313886,1
313887,1
313889,1
313890,1
313891,1
313892,1
313893,1
313894,1
313896,1
313897,1
313899,1
313902,1
313904,1
313905,1
313906,1
313907,1
313908,1
313911,1
313914,1
313915,1
313916,1
313917,1
313918,1
313919,1
313921,1
313925,1
313927,1
313929,1
313931,1
313932,1
313933,1
313934,1
313935,1
313937,1
313938,1
313939,1
313940,1
313941,1
313942,1
313943,1
313944,1
313945,1
313947,1
313948,1
313949,1
313951,1
313952,1
313953,1
313955,1
313958,1
313960,1
313961,1
313962,1
313963,1
313964,1
313967,1
313970,1
313971,1
313972,1
313974,1
313976,1
313977,1
313978,1
313979,1
313980,1
313982,1
313984,1
313986,1
313987,1
313989,1
313990,1
313991,1
313992,1
313994,1
313995,1
314002,1
314003,1
314004,1
314005,1
314006,1
314007,1
314008,1
314009,1
314010,1
314011,1
314012,1
314013,1
314014,1
314016,1
314017,1
314018,1
314019,1
314020,-1
314023,1
314026,1
314031,1
314033,1
314034,1
314036,1
314037,1
314038,1
314047,1
314048,1
314054,1
314079,-1
314081,-1
314082,-1
314087,-1
314095,-1
314099,-1
314103,-1
314106,-1
314108,-1
314122,1
314124,1
314128,1
314129,1
314130,1
314132,1
314133,1
314134,1
314135,1
314136,1
314137,1
314138,1
314140,1
314142,1
314143,1
314144,1
314145,1
314146,1
314147,1
314151,1
314153,1
314154,1
314157,1
314159,1
314160,1
314161,1
314163,1
314165,1
314166,1
314167,1
314168,1
314169,1
314170,1
314180,1
314181,1
314182,1
314187,1
314188,1
314191,1
314192,1
314195,1
314196,1
314197,1
314198,1
314200,1
314202,1
314203,1
314204,1
314205,1
314208,1
314210,1
314213,1
314215,1
314216,1
314218,1
314219,1
314221,1
314222,1
314223,1
314224,1
314229,1
314230,1
314231,1
314232,1
314233,1
314234,1
314235,1
314236,1
314237,1
314238,1
314239,1
314242,1
314243,1
314244,1
314245,1
314246,1
314247,1
314248,1
314250,1
314251,1
314252,1
314254,1
314255,1
314261,1
314262,1
314265,1
314268,1
314272,1
314273,1
314274,1
314275,1
314276,1
314279,1
314281,1
314282,1
314283,1
314284,1
314285,1
314287,1
314288,1
314291,1
314292,1
314294,1
314296,1
314297,1
314298,1
314301,1
314302,1
314303,1
314305,1
314307,1
314309,1
314311,1
314314,1
314315,1
314316,1
314321,1
314324,1
314325,1
314326,1
314328,1
314334,1
314335,1
314337,1
314338,1
314339,1
314340,1
314341,1
314342,1
314345,1
314346,1
314347,1
314348,1
314350,1
314352,1
314353,1
314355,1
314356,1
314357,1
314358,1
314369,-1
314371,-1
314372,-1
314376,1
314377,1
314378,1
314379,1
314380,1
314381,1
314382,1
314383,1
314386,1
314387,1
314391,1
314392,1
314395,1
314397,1
314398,1
314399,1
314402,1
314404,1
314406,1
314407,1
314409,1
314411,1
314412,1
314413,1
314416,1
314417,1
314419,1
314420,1
314421,1
314422,1
314423,1
314424,1
314425,1
314428,1
314430,1
314431,1
314432,1
314434,1
314435,1
314436,1
314437,1
314438,1
314440,1
314444,1
314445,1
314446,1
314447,1
314448,1
314449,1
314450,1
314451,1
314453,1
314456,1
314457,1
314458,1
314459,1
314460,1
314461,1
314463,1
314464,1
314466,1
314467,1
314468,1
314469,1
314470,1
314472,1
314473,1
314474,1
314475,1
314476,1
314477,1
314480,1
314481,1
314482,1
314483,1
314485,1
314488,1
314489,1
314490,1
314492,1
314493,1
314494,1
314496,1
314499,1
314500,1
314501,1
314502,1
314505,1
314506,1
314507,1
314508,1
314509,1
314510,1
314511,1
314512,1
314513,1
314515,1
314516,1
314518,1
314519,1
314520,1
314521,1
314522,1
314523,1
314524,1
314526,1
314527,1
314528,1
314529,1
314530,1
314531,1
314532,1
314533,1
314534,1
314535,1
314536,1
314537,1
314538,1
314539,1
314543,-1
314548,-1
314551,-1
314552,-1
314554,-1
314556,-1
314558,-1
314560,-1
314568,-1
314570,-1
314575,-1
314584,-1
314589,1
314590,1
314595,1
314596,1
314599,1
314600,1
314601,1
314602,1
314607,1
314608,1
314610,1
314611,1
314612,1
314613,1
314616,1
314617,1
314618,1
314620,1
314621,1
314622,1
314623,1
314626,1
314629,1
314630,1
314632,1
314633,1
314636,1
314637,1
314638,1
314639,1
314640,1
314641,1
314643,1
314645,1
314648,1
314652,1
314653,1
314656,1
314657,1
314658,1
314659,1
314660,1
314661,1
314662,1
314663,1
314669,1
314670,1
314672,1
314673,1
314675,1
314676,1
314677,1
314681,1
314682,1
314683,1
314687,1
314690,1
314692,1
314695,1
314696,1
314697,1
314698,1
314701,1
314702,1
314706,1
314707,1
314709,1
314711,1
314712,1
314714,1
314715,1
314718,1
314719,1
314720,1
314721,1
314722,1
314724,1
314726,1
314727,1
314728,1
314729,1
314730,1
314732,1
314734,1
314735,1
314736,1
314737,1
314738,1
314739,1
314740,1
314741,1
314742,1
314743,1
314744,1
314745,1
314747,1
314748,1
314749,1
314750,1
314751,1
314752,1
314754,1
314755,1
314757,1
314758,1
314759,1
314761,1
314763,1
314764,1
314765,1
314766,1
314768,1
314769,1
314770,1
314771,1
314772,1
314773,1
314774,1
314776,1
314778,1
314781,1
314788,1
314789,1
314793,1
314794,1
314796,1
314797,1
314800,1
314801,1
314803,1
314804,1
314805,1
314806,1
314808,1
314810,1
314811,1
314813,1
314814,1
314815,1
314820,1
314821,1
314822,1
314823,1
314824,1
314826,1
314827,1
314829,1
314832,1
314833,1
314834,1
314835,1
314836,1
314837,1
314838,1
314839,1
314842,1
314843,1
314844,1
314845,1
314846,1
314847,1
314849,1
314850,1
314851,1
314852,1
314853,1
314854,1
314855,1
314860,1
314862,1
314864,1
314866,1
314867,1
314869,1
314870,1
314871,1
314872,1
314874,1
314877,1
314878,1
314879,1
314881,1
314883,1
314884,1
314885,1
314886,1
314887,1
314888,1
314889,1
314890,1
314891,1
314892,1
314894,1
314895,1
314896,1
314899,1
314900,1
314903,1
314904,1
314907,1
314908,1
314910,1
314912,1
314913,1
314915,1
314916,1
314917,1
314919,1
314920,1
314921,1
314922,1
314923,1
314925,1
314927,1
314928,1
314929,1
314933,1
314935,1
314937,1
314938,1
314941,1
314942,1
314945,1
314949,1
314950,1
314951,1
314952,1
314953,1
314954,1
314955,1
314956,1
314957,1
314959,1
314960,1
314962,1
314964,1
314966,1
314967,1
314968,1
314969,1
314970,1
314973,1
314974,1
314976,1
314977,1
314978,1
314979,1
314980,1
314981,1
314983,1
314984,1
314987,1
314988,1
314989,1
314991,1
314992,1
314993,1
314994,1
314995,1
314997,1
314999,1
315001,1
315002,1
315004,1
315005,1
315007,1
315008,1
315012,1
315013,1
315014,1
315017,1
315020,1
315021,1
315022,1
315023,1
315024,1
315025,1
315026,1
315027,1
315029,1
315030,1
315031,1
315033,1
315035,1
315036,1
315037,1
315038,1
315039,1
315041,1
315042,1
315043,1
315044,1
315047,1
315048,1
315051,1
315052,1
315055,1
315056,1
315059,1
315060,1
315061,1
315062,1
315064,1
315065,1
315066,1
315068,1
315069,1
315070,1
315071,1
315073,1
315074,1
315075,1
315077,1
315079,1
315082,1
315083,1
315084,1
315085,1
315086,1
315089,1
315090,1
315091,1
315092,1
315093,1
315096,1
315097,1
315098,1
315099,1
315100,1
315102,1
315103,1
315104,1
315105,1
315106,1
315108,1
315109,1
315110,1
315111,1
315112,1
315113,1
315114,1
315116,1
315117,1
315118,1
315119,1
315120,1
315125,1
315126,1
315127,1
315128,1
315129,1
315130,1
315131,1
315132,1
315133,1
315134,1
315135,1
315136,1
315137,1
315138,1
315139,1
315140,1
315142,1
315143,1
315145,1
315146,1
315147,1
315149,1
315151,1
315152,1
315153,1
315154,1
315155,1
315157,1
315159,1
315160,1
315161,1
315162,1
315163,1
315164,1
315165,1
315168,1
315171,1
315172,1
315173,1
315174,1
315176,1
315177,1
315179,1
315182,1
315183,1
315184,1
315186,1
315187,1
315188,1
315189,1
315191,1
315192,1
315194,1
315195,1
315196,1
315197,1
315199,1
315200,1
315201,1
315203,1
315204,1
315206,1
315207,1
315208,1
315209,1
315211,1
315212,1
315215,1
315216,1
315217,1
315220,1
315222,1
315224,1
315228,1
315229,1
315230,1
315231,1
315234,1
315238,1
315239,1
315240,1
315242,1
315244,1
315246,1
315247,1
315248,1
315251,1
315253,1
315255,1
315256,1
315257,1
315258,1
315259,1
315260,1
315261,1
315262,1
315263,1
315265,1
315267,1
315268,1
315269,1
315270,1
315271,1
315272,1
315273,1
315274,1
315275,1
315276,1
315280,1
315281,1
315282,1
315283,1
315286,1
315287,1
315288,1
315293,1
315294,1
315295,1
315296,1
315297,1
315298,1
315300,1
315301,1
315302,1
315303,1
315304,1
315305,1
315306,1
315307,1
315308,1
315309,1
315310,1
315311,1
315312,1
315314,1
315316,1
315317,1
315318,1
315321,1
315326,1
315327,1
315328,1
315329,1
315330,1
315332,1
315334,1
315337,1
315338,1
315339,1
315341,1
315342,1
315344,1
315346,1
315347,1
315348,1
315349,1
315350,1
315351,1
315352,1
315353,1
315354,1
315355,1
315356,1
315358,1
315359,1
315360,1
315361,1
315362,1
315363,1
315365,1
315366,1
315367,1
315369,1
315370,1
315371,1
315374,1
315379,1
315380,1
315381,1
315383,1
315385,1
315386,1
315388,1
315389,1
315390,1
315391,1
315393,1
315395,1
315396,1
315398,1
315399,1
315400,1
315403,1
315405,1
315406,1
315408,1
315409,1
315410,1
315411,1
315412,1
315414,1
315416,1
315417,1
315418,1
315420,1
315422,1
315423,1
315426,1
315427,1
315428,1
315429,1
315430,1
315431,1
315433,1
315436,1
315438,1
315439,1
315440,1
315442,1
315443,1
315444,1
315445,1
315446,1
315447,1
315448,1
315449,1
315450,1
315451,1
315453,1
315454,1
315455,1
315458,1
315459,1
315461,1
315463,1
315464,1
315465,1
315466,-1
315467,-1
315474,1
315475,1
315476,1
315478,1
315480,1
315481,1
315483,1
315484,1
315488,1
315489,1
315491,1
315493,1
315494,1
315495,1
315496,1
315499,1
315500,1
315502,1
315503,1
315504,1
315505,1
315506,1
315507,1
315509,1
315511,1
315513,1
315514,1
315517,1
315518,1
315519,1
315520,1
315522,1
315523,1
315524,1
315526,1
315527,1
315528,1
315529,1
315530,1
315532,1
315533,1
315534,1
315535,1
315537,1
315539,1
315540,1
315541,1
315542,1
315543,1
315544,1
315545,1
315546,1
315547,1
315548,1
315550,1
315552,1
315553,1
315554,1
315556,1
315557,1
315558,1
315559,1
315560,1
315562,1
315563,1
315564,1
315565,1
315566,1
315568,1
315569,1
315571,1
315572,1
315573,1
315574,1
315575,1
315576,1
315577,1
315578,1
315579,-1
315584,1
315591,1
315596,1
315600,1
315605,1
315606,1
315607,1
315612,1
315616,1
315622,1
315623,1
315627,1
315631,1
315635,1
315645,1
315651,-1
315653,-1
315655,-1
315656,-1
315658,-1
315659,-1
315660,-1
315674,-1
315675,1
315677,1
315680,1
315683,1
315685,1
315686,1
315688,1
315690,1
315692,1
315693,1
315694,1
315695,1
315696,1
315697,1
315699,1
315701,1
315703,1
315704,1
315705,1
315706,1
315707,1
315708,1
315709,1
315710,1
315711,1
315712,1
315714,1
315717,1
315718,1
315722,1
315724,1
315725,1
315726,1
315727,1
315728,1
315729,1
315730,1
315731,1
315732,1
315735,1
315736,1
315738,1
315739,1
315740,1
315741,1
315743,1
315745,1
315746,1
315747,1
315748,1
315749,1
315750,1
315751,1
315752,1
315753,1
315755,1
315756,1
315757,1
315758,1
315760,1
315761,1
315763,1
315764,1
315765,1
315766,1
315767,1
315768,1
315770,1
315771,1
315773,1
315774,1
315775,1
315776,1
315778,1
315779,-1
315787,-1
315789,-1
315790,-1
315793,-1
315795,1
315798,1
315799,1
315803,1
315806,1
315807,1
315810,1
315811,1
315813,1
315815,1
315816,1
315818,1
315819,1
315820,1
315822,1
315824,1
315825,1
315827,1
315830,1
315831,1
315835,1
315837,1
315838,1
315839,1
315840,1
315841,1
315843,1
315844,1
315845,1
315846,1
315847,1
315849,1
315850,1
315852,1
315853,1
315854,1
315855,1
315856,1
315858,1
315866,1
315867,1
315868,1
315869,1
315871,1
315872,1
315873,1
315874,1
315877,1
315878,1
315879,1
315881,1
315882,1
315883,1
315884,1
315887,1
315891,1
315892,1
315893,1
315897,1
315900,1
315904,1
315905,1
315906,1
315908,1
315909,1
315911,1
315912,1
315913,1
315915,1
315917,1
315919,1
315920,1
315921,1
315923,1
315924,1
315926,1
315928,1
315930,1
315931,1
315932,1
315934,1
315935,1
315936,1
315937,1
315939,1
315942,1
315944,1
315946,1
315947,1
315948,1
315950,1
315951,1
315954,1
315955,1
315958,1
315961,1
315963,1
315964,1
315965,1
315967,-1
315970,1
315971,1
315972,1
315978,-1
315980,-1
315983,-1
315984,1
315985,1
315986,1
315987,1
315988,1
315990,1
315992,1
315993,1
315994,1
315997,1
315998,1
316002,1
316003,1
316004,1
316005,1
316009,1
316010,1
316013,1
316015,1
316016,1
316017,1
316019,1
316021,1
316022,1
316023,1
316029,1
316030,1
316033,1
316034,1
316035,1
316037,1
316038,1
316039,1
316040,1
316041,1
316042,1
316043,1
316044,1
316045,1
316046,1
316047,1
316048,1
316049,1
316050,1
316051,1
316052,1
316053,1
316054,1
316055,1
316056,1
316057,1
316058,1
316061,1
316062,1
316063,1
316066,1
316069,1
316107,1
316117,1
316124,1
316125,1
316130,1
316134,1
316136,1
316137,1
316144,1
316145,1
316147,1
316154,1
316159,1
316160,1
316165,1
316166,1
316174,1
316180,1
316182,1
316184,1
316186,1
316188,1
316189,1
316190,1
316192,1
316193,1
316194,1
316196,1
316198,1
316199,1
316200,1
316202,1
316203,1
316205,1
316207,1
316209,1
316210,1
316212,1
316213,1
316214,1
316216,1
316218,1
316219,1
316220,1
316221,1
316224,1
316231,1
316233,1
316236,1
316237,1
316240,1
316243,1
316244,1
316247,1
316248,1
316249,1
316252,1
316253,1
316255,1
316258,1
316262,1
316269,1
316274,1
316275,1
316276,1
316285,-1
316286,-1
316296,1
316299,1
316300,1
316301,1
316305,1
316312,1
316313,1
316314,1
316319,1
316321,1
316322,1
316323,1
316326,1
316329,1
316332,-1
316339,-1
316340,-1
316341,-1
316348,1
316350,1
316351,1
316352,1
316353,1
316355,1
316358,1
316359,1
316360,1
316364,1
316365,1
316366,1
316367,1
316368,1
316370,1
316371,1
316372,1
316373,1
316374,1
316375,1
316379,1
316380,1
316381,1
316382,1
316383,1
316384,1
316385,1
316386,1
316387,1
316389,1
316390,1
316392,1
316393,1
316394,1
316395,1
316397,1
316398,1
316399,1
316400,1
316402,1
316403,1
316404,1
316405,1
316406,1
316407,1
316410,1
316411,1
316412,1
316413,1
316418,-1
316434,1
316435,1
316437,1
316438,1
316439,1
316441,1
316446,1
316447,1
316453,1
316454,1
316456,-1
316459,-1
316460,-1
316463,1
316465,1
316466,1
316467,1
316468,1
316469,1
316470,1
316471,1
316474,1
316475,1
316477,1
316479,1
316481,1
316483,1
316485,1
316486,1
316487,1
316488,1
316489,1
316490,1
316491,1
316492,1
316494,1
316495,1
316496,1
316497,1
316501,1
316502,1
316504,1
316506,1
316507,1
316508,1
316509,1
316510,1
316511,1
316513,1
316514,1
316516,1
316526,-1
316527,-1
316529,-1
316531,-1
316532,-1
316534,1
316536,1
316537,1
316538,1
316539,1
316540,1
316541,1
316544,1
316545,1
316546,1
316547,1
316552,1
316553,1
316558,1
316560,1
316561,1
316563,1
316565,1
316566,1
316567,1
316569,1
316570,1
316572,1
316574,1
316576,1
316577,1
316578,1
316579,1
316580,1
316581,1
316582,1
316583,1
316586,1
316587,1
316588,1
316590,1
316591,1
316592,1
316595,1
316596,1
316597,1
316598,1
316599,1
316600,1
316601,1
316616,-1
316621,-1
316624,-1
316625,-1
316632,-1
316637,-1
316645,-1
316654,-1
316657,-1
316665,-1
316670,-1
316710,1
316711,1
316712,1
316718,1
316719,1
316721,1
316723,1
316724,1
316725,1
316726,1
316727,1
316729,1
316733,1
316737,1
316738,1
316739,1
316744,1
316746,1
316747,1
316748,1
316755,1
316761,1
316762,1
316763,1
316764,1
316766,1
316768,1
316769,1
316771,1
316775,1
316776,1
316777,1
316779,1
316780,1
316781,1
316782,1
316784,1
316786,1
316790,1
316791,1
316792,1
316794,1
316797,1
316800,1
316801,1
316802,1
316804,1
316805,1
316808,1
316809,1
316810,1
316812,1
316813,1
316814,1
316815,1
316817,1
316818,1
316819,1
316820,1
316822,1
316823,1
316825,1
316827,1
316828,1
316829,1
316830,1
316832,1
316833,1
316834,1
316836,1
316837,1
316838,1
316839,1
316841,1
316843,1
316849,1
316850,1
316851,1
316852,1
316853,1
316854,1
316858,1
316860,1
316862,1
316863,1
316864,1
316865,1
316866,1
316867,1
316870,1
316871,1
316872,1
316874,1
316877,1
316881,1
316882,1
316883,1
316885,1
316886,1
316887,1
316892,1
316893,1
316898,1
316899,1
316900,1
316903,1
316907,1
316910,1
316912,1
316913,1
316916,1
316919,1
316922,1
316927,1
316928,1
316929,1
316930,1
316931,1
316932,1
316933,1
316935,1
316936,1
316937,1
316939,1
316941,1
316942,1
316943,1
316945,1
316947,1
316949,1
316950,1
316951,1
316954,1
316955,1
316957,1
316961,1
316962,1
316963,1
316966,1
316967,1
316970,1
316972,1
316974,1
316977,1
316978,1
316979,1
316980,1
316981,1
316982,1
316983,1
316984,1
316987,1
316988,1
316989,1
316990,1
316991,1
316992,1
316994,1
316997,1
316999,1
317000,1
317001,1
317003,1
317005,1
317006,1
317007,1
317009,1
317010,1
317011,1
317013,1
317014,1
317015,1
317017,1
317019,1
317021,1
317023,1
317024,1
317025,1
317026,1
317029,1
317032,1
317038,1
317040,1
317041,1
317042,1
317043,1
317044,1
317045,1
317046,1
317047,1
317048,1
317049,1
317052,1
317053,1
317054,1
317056,1
317057,1
317059,1
317062,1
317063,1
317065,1
317067,1
317069,1
317073,1
317074,1
317077,1
317078,1
317079,1
317080,1
317081,1
317084,1
317086,1
317090,1
317091,1
317092,1
317094,1
317099,1
317100,1
317101,1
317102,1
317103,1
317107,1
317109,1
317111,1
317112,1
317115,1
317116,1
317117,1
317121,1
317122,1
317124,1
317127,1
317128,1
317130,1
317134,1
317135,1
317136,1
317137,1
317138,1
317141,1
317146,1
317148,1
317150,1
317151,1
317153,1
317157,1
317159,1
317160,1
317161,1
317166,1
317173,-1
317174,-1
317181,1
317183,1
317184,1
317185,1
317186,1
317187,1
317188,1
317189,1
317190,1
317191,1
317195,1
317198,1
317199,1
317201,1
317202,1
317203,1
317204,1
317205,1
317206,1
317207,1
317208,1
317210,1
317212,1
317222,-1
317245,1
317246,1
317252,1
317255,1
317256,1
317257,1
317258,1
317259,1
317260,1
317263,1
317265,1
317266,1
317267,1
317268,1
317285,1
317288,1
317289,1
317290,1
317293,1
317313,-1
317320,1
317321,1
317322,1
317323,1
317324,1
317325,1
317326,1
317329,1
317331,1
317332,1
317333,1
317336,1
317340,1
317344,1
317345,1
317347,1
317349,1
317350,1
317353,1
317356,1
317357,1
317358,1
317359,1
317360,1
317361,1
317363,1
317364,1
317365,1
317367,1
317368,1
317370,1
317373,1
317374,1
317376,1
317377,1
317380,1
317382,1
317384,1
317385,1
317387,1
317388,1
317389,1
317390,1
317391,1
317392,1
317394,1
317395,1
317396,1
317397,1
317398,1
317399,1
317400,1
317401,1
317403,1
317404,1
317405,1
317408,1
317409,1
317410,1
317411,1
317413,1
317414,1
317415,1
317417,1
317419,1
317423,1
317424,1
317425,1
317426,1
317427,1
317428,1
317429,1
317433,1
317434,1
317435,1
317436,1
317438,1
317439,1
317440,1
317441,1
317443,1
317444,1
317445,1
317446,1
317449,1
317450,1
317451,1
317452,1
317453,1
317455,1
317456,1
317457,1
317460,1
317462,1
317464,1
317468,1
317469,1
317470,1
317474,1
317475,1
317476,1
317477,1
317478,1
317479,1
317481,1
317482,1
317483,-1
317485,1
317488,1
317489,1
317492,1
317494,1
317497,1
317498,1
317500,1
317501,1
317512,-1
317521,-1
317526,-1
317537,-1
317542,-1
317549,-1
317556,-1
317558,-1
317568,1
317569,1
317570,1
317572,1
317573,1
317576,1
317579,1
317580,1
317581,1
317583,1
317585,1
317589,1
317592,1
317595,1
317598,1
317601,1
317602,1
317603,1
317604,1
317607,1
317609,1
317610,1
317611,1
317612,1
317615,1
317617,1
317619,1
317620,1
317621,1
317624,1
317625,1
317626,1
317627,1
317628,1
317629,1
317631,1
317632,1
317634,1
317638,1
317640,1
317642,1
317644,1
317645,1
317647,1
317648,1
317649,1
317650,1
317651,1
317652,1
317656,1
317658,1
317661,1
317662,1
317663,1
317665,1
317666,1
317667,1
317668,1
317672,1
317673,1
317674,1
317675,1
317676,1
317677,1
317679,1
317680,1
317681,1
317683,1
317686,1
317688,1
317690,1
317691,1
317692,1
317693,1
317694,1
317695,1
317696,1
317697,1
317698,1
317699,1
317702,1
317703,1
317704,1
317706,1
317708,1
317710,1
317711,1
317712,1
317713,1
317715,1
317716,1
317717,1
317720,1
317721,1
317724,1
317729,1
317730,1
317732,1
317733,1
317734,1
317737,1
317742,1
317743,1
317744,1
317745,1
317748,1
317749,1
317751,1
317752,1
317753,1
317754,1
317756,1
317758,1
317759,1
317760,1
317761,1
317764,1
317765,1
317768,1
317769,1
317770,1
317771,1
317773,1
317775,1
317776,1
317777,1
317778,1
317779,1
317780,1
317781,1
317784,1
317786,1
317787,1
317788,1
317789,1
317790,1
317792,1
317793,1
317794,1
317796,1
317799,1
317800,1
317801,1
317803,1
317804,1
317805,1
317806,1
317808,1
317809,1
317811,1
317812,1
317813,1
317816,1
317818,1
317819,1
317822,1
317823,1
317824,1
317826,1
317829,1
317830,1
317831,1
317833,1
317835,1
317837,1
317838,1
317840,1
317842,1
317843,1
317849,1
317850,1
317852,1
317854,1
317855,1
317856,1
317858,1
317861,1
317862,1
317864,1
317866,1
317867,1
317868,1
317869,1
317870,1
317872,1
317875,1
317876,1
317877,1
317878,1
317879,1
317882,1
317883,1
317886,1
317887,1
317888,1
317889,1
317891,1
317892,1
317894,1
317895,1
317896,1
317897,1
317898,1
317899,1
317900,1
317901,1
317902,1
317903,1
317904,1
317905,1
317906,1
317907,1
317908,1
317910,1
317911,1
317912,1
317913,1
317915,1
317918,1
317920,1
317921,1
317922,1
317924,1
317926,1
317927,1
317928,1
317929,1
317930,1
317931,1
317932,1
317933,1
317934,1
317935,1
317936,1
317939,1
317941,1
317942,1
317943,1
317944,1
317945,1
317947,1
317948,1
317949,1
317951,1
317952,1
317955,1
317956,1
317957,1
317959,1
317960,1
317961,1
317963,1
317966,1
317968,1
317969,1
317970,1
317971,1
317972,1
317973,1
317974,1
317975,1
317976,1
317978,1
317980,1
317981,1
317982,1
317983,1
317984,1
317987,1
317988,1
317991,1
317992,1
317994,1
317995,1
317996,1
317997,1
317998,1
317999,1
318001,1
318002,1
318003,1
318006,1
318007,1
318008,1
318009,1
318012,1
318013,1
318014,1
318015,1
318017,1
318021,1
318023,1
318025,1
318028,1
318029,1
318030,1
318031,1
318034,1
318035,1
318036,1
318037,1
318039,1
318040,1
318043,1
318044,1
318045,1
318046,1
318047,1
318048,1
318049,1
318050,1
318052,1
318053,1
318054,1
318055,1
318057,1
318058,1
318060,1
318061,1
318062,1
318063,1
318067,1
318068,1
318072,1
318073,1
318076,1
318077,1
318079,1
318081,1
318082,1
318083,1
318084,1
318085,1
318086,1
318087,1
318088,1
318089,1
318090,1
318091,1
318092,1
318093,1
318094,1
318095,1
318096,1
318097,1
318099,1
318100,1
318101,1
318102,1
318103,1
318107,1
318108,1
318110,1
318113,1
318114,1
318116,1
318117,1
318119,1
318120,1
318121,1
318122,1
318124,1
318126,1
318128,1
318129,1
318130,1
318131,1
318132,1
318133,1
318135,1
318136,1
318137,1
318138,1
318140,1
318142,1
318144,1
318145,1
318146,1
318149,1
318150,1
318151,1
318152,1
318153,1
318154,1
318155,1
318157,1
318158,1
318159,1
318161,1
318162,1
318163,1
318164,1
318166,1
318167,1
318169,1
318170,1
318172,1
318173,1
318174,1
318175,1
318177,1
318178,1
318179,1
318181,1
318182,1
318183,1
318184,1
318185,1
318186,1
318187,1
318188,1
318189,1
318190,1
318191,1
318193,1
318195,1
318196,1
318197,1
318198,1
318199,1
318200,1
318201,1
318202,1
318203,1
318204,1
318206,1
318207,1
318208,1
318209,1
318211,1
318212,1
318214,1
318215,1
318217,1
318218,1
318219,1
318222,1
318225,1
318226,1
318227,1
318228,1
318229,1
318230,1
318231,1
318232,1
318233,1
318234,1
318235,1
318236,1
318237,1
318239,1
318241,1
318242,1
318243,1
318245,1
318247,1
318248,1
318249,1
318250,1
318251,1
318252,1
318253,1
318255,1
318256,1
318257,1
318258,1
318259,1
318261,1
318264,1
318265,1
318268,1
318270,1
318271,1
318272,1
318273,1
318274,1
318276,1
318277,1
318278,1
318279,1
318280,1
318282,1
318284,1
318285,1
318286,1
318287,1
318289,1
318290,1
318292,1
318293,1
318294,1
318295,1
318296,1
318297,1
318298,1
318299,1
318300,1
318302,1
318303,1
318306,1
318307,1
318308,1
318309,1
318310,1
318312,1
318313,1
318314,1
318315,1
318316,1
318317,1
318318,1
318319,1
318321,1
318322,1
318323,1
318324,1
318325,1
318327,1
318329,1
318331,1
318332,1
318333,1
318336,1
318337,1
318339,1
318341,1
318344,1
318345,1
318346,1
318347,1
318348,1
318349,1
318350,1
318351,1
318353,1
318354,1
318355,1
318356,1
318357,1
318358,1
318359,1
318360,1
318361,1
318362,1
318363,1
318364,1
318365,1
318367,1
318368,1
318369,1
318370,1
318371,1
318372,1
318373,1
318374,1
318375,1
318377,1
318378,1
318379,1
318380,1
318381,1
318382,1
318383,1
318385,1
318386,1
318387,1
318388,1
318389,1
318390,1
318391,1
318392,1
318393,1
318394,1
318396,1
318398,1
318399,1
318402,1
318403,1
318404,1
318406,1
318410,1
318411,1
318412,1
318413,1
318414,1
318416,1
318417,1
318418,1
318421,1
318423,1
318425,1
318431,1
318432,1
318433,1
318435,1
318437,1
318438,1
318439,1
318441,1
318442,1
318443,1
318444,1
318445,1
318450,1
318451,1
318452,1
318453,1
318454,1
318455,1
318456,1
318458,1
318470,-1
318473,-1
318475,-1
318478,-1
318479,-1
318488,-1
318500,-1
318511,-1
318514,-1
318517,-1
318520,-1
318523,-1
318524,-1
318530,-1
318532,-1
318553,-1
318561,-1
318567,-1
318571,-1
318585,1
318586,1
318587,1
318588,1
318591,1
318592,1
318595,1
318597,1
318605,1
318611,1
318612,1
318613,1
318614,1
318615,1
318616,1
318617,1
318619,1
318622,1
318623,1
318625,1
318629,1
318631,1
318635,1
318641,1
318642,1
318645,1
318646,1
318648,1
318653,1
318654,1
318656,1
318657,1
318660,1
318662,1
318665,1
318670,1
318672,1
318674,1
318675,1
318677,1
318680,1
318681,1
318684,1
318685,1
318686,1
318688,1
318691,1
318695,1
318700,1
318701,1
318703,1
318704,1
318707,1
318708,1
318711,1
318713,1
318714,1
318715,1
318716,1
318717,1
318718,1
318719,1
318720,1
318723,1
318725,1
